Entry,Source MAC,Destination MAC,L2 Type,IP Version,IHL,TOS,Length,Identifier,Flags,Fragment,TTL,Protocol,Checksum,L3 Options,Source IP,Destination IP,Transport,Source Port,Destination Port,Sequence,Acknowledgement,Offset,Reserved,Flags,Window,Transport Checksum,Urgent Pointer,L4 Options,
9244,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,592,57563,PA,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332673429,171153740,5,0,PA,1021,Not Applicable,48615,0,[]
9245,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,389,13659,PA,0,235,6,40306,[],52.44.123.101,10.10.2.10,TCP,443,57855,171153740,332673981,5,0,PA,1291,Not Applicable,18963,0,[]
9246,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57564,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332673981,171154089,5,0,A,1026,Not Applicable,48063,0,[]
9247,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57564,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332673981,171154089,5,0,A,1026,Not Applicable,48063,0,[]
9248,e0:63:da:26:7c:90,01:80:c2:00:00:0e,35020,4,5,0,40,57564,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332673981,171154089,5,0,A,1026,Not Applicable,48063,0,[]
9249,e0:63:da:26:7c:90,01:80:c2:00:00:0e,35020,4,5,0,40,57564,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332673981,171154089,5,0,A,1026,Not Applicable,48063,0,[]
9250,e0:63:da:26:7c:90,01:80:c2:00:00:0e,35020,4,5,0,40,57564,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332673981,171154089,5,0,A,1026,Not Applicable,48063,0,[]
9251,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,35607,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658770669,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
9252,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,35608,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658770704,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
9253,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18486,A,0,63,6,56404,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658770704,5,0,A,10033,Not Applicable,3637,0,[]
9254,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18487,A,0,63,6,56403,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658772164,5,0,A,10031,Not Applicable,2179,0,[]
9255,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18488,A,0,63,6,56402,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658773624,5,0,A,10024,Not Applicable,726,0,[]
9256,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18489,A,0,63,6,56401,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658775084,5,0,A,10033,Not Applicable,64792,0,[]
9257,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18490,A,0,63,6,56400,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658776544,5,0,A,10033,Not Applicable,63332,0,[]
9258,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18491,A,0,63,6,56399,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658778004,5,0,A,10033,Not Applicable,61872,0,[]
9259,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18492,A,0,63,6,56398,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658779464,5,0,A,10026,Not Applicable,60419,0,[]
9260,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18493,A,0,63,6,56397,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658780924,5,0,A,10033,Not Applicable,58952,0,[]
9261,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18494,A,0,63,6,56396,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658782384,5,0,A,10033,Not Applicable,57492,0,[]
9262,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18495,A,0,63,6,56395,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658783844,5,0,A,10033,Not Applicable,56032,0,[]
9263,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,174,35619,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658786249,3797762870,5,0,PA,8195,Not Applicable,6118,0,[]
9264,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18496,A,0,63,6,56394,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658785304,5,0,A,10033,Not Applicable,54572,0,[]
9265,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18497,A,0,63,6,56393,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658786249,5,0,A,10026,Not Applicable,53634,0,[]
9266,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18498,A,0,63,6,56392,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658786383,5,0,A,10033,Not Applicable,53493,0,[]
9267,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,35620,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658786383,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
9268,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,35621,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658786418,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
9269,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18499,A,0,63,6,56391,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658786418,5,0,A,10033,Not Applicable,53458,0,[]
9270,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18500,A,0,63,6,56390,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658787878,5,0,A,10033,Not Applicable,51998,0,[]
9271,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18501,A,0,63,6,56389,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658787879,5,0,A,10033,Not Applicable,51997,0,[]
9272,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,566,35623,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658787879,3797762870,5,0,PA,8195,Not Applicable,6510,0,[]
9273,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18502,A,0,63,6,56388,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658788405,5,0,A,10033,Not Applicable,51471,0,[]
9274,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18502,A,0,63,6,56388,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658788405,5,0,A,10033,Not Applicable,51471,0,[]
9275,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,56,35624,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658788405,3797762870,5,0,PA,8195,Not Applicable,6000,0,[]
9276,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18503,A,0,63,6,56387,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658788421,5,0,A,10033,Not Applicable,51455,0,[]
9277,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,158,35625,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658788421,3797762870,5,0,PA,8195,Not Applicable,6102,0,[]
9278,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18504,A,0,63,6,56386,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658788539,5,0,A,10033,Not Applicable,51337,0,[]
9279,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18504,A,0,63,6,56386,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658788539,5,0,A,10033,Not Applicable,51337,0,[]
9280,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2054,4,5,0,40,18504,A,0,63,6,56386,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658788539,5,0,A,10033,Not Applicable,51337,0,[]
9281,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2054,4,5,0,40,18504,A,0,63,6,56386,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658788539,5,0,A,10033,Not Applicable,51337,0,[]
9282,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2054,4,5,0,40,18504,A,0,63,6,56386,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658788539,5,0,A,10033,Not Applicable,51337,0,[]
9283,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2054,4,5,0,40,18504,A,0,63,6,56386,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658788539,5,0,A,10033,Not Applicable,51337,0,[]
9284,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2054,4,5,0,40,18504,A,0,63,6,56386,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658788539,5,0,A,10033,Not Applicable,51337,0,[]
9285,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,35626,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658788539,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
9286,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,35627,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658788574,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
9287,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18505,A,0,63,6,56385,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658788574,5,0,A,10033,Not Applicable,51302,0,[]
9288,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18506,A,0,63,6,56384,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658790034,5,0,A,10033,Not Applicable,49842,0,[]
9289,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18507,A,0,63,6,56383,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658790055,5,0,A,10033,Not Applicable,49821,0,[]
9290,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,542,35629,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658790055,3797762870,5,0,PA,8195,Not Applicable,6486,0,[]
9291,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18508,A,0,63,6,56382,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658790557,5,0,A,10033,Not Applicable,49319,0,[]
9292,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18508,A,0,63,6,56382,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658790557,5,0,A,10033,Not Applicable,49319,0,[]
9293,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18508,A,0,63,6,56382,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658790557,5,0,A,10033,Not Applicable,49319,0,[]
9294,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,188,35630,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658790557,3797762870,5,0,PA,8195,Not Applicable,6132,0,[]
9295,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18509,A,0,63,6,56381,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658790705,5,0,A,10033,Not Applicable,49171,0,[]
9296,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,215,35631,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658790705,3797762870,5,0,PA,8195,Not Applicable,6159,0,[]
9297,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18510,A,0,63,6,56380,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658790880,5,0,A,10033,Not Applicable,48996,0,[]
9298,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,35632,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658790880,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
9299,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18511,A,0,63,6,56379,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658790915,5,0,A,10033,Not Applicable,48961,0,[]
9300,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,421,35633,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658790915,3797762870,5,0,PA,8195,Not Applicable,6365,0,[]
9301,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18512,A,0,63,6,56378,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658791296,5,0,A,10033,Not Applicable,48580,0,[]
9302,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,592,57565,PA,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332673981,171154089,5,0,PA,1026,Not Applicable,48615,0,[]
9303,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,389,13660,PA,0,235,6,40305,[],52.44.123.101,10.10.2.10,TCP,443,57855,171154089,332674533,5,0,PA,1291,Not Applicable,59395,0,[]
9304,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57566,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332674533,171154438,5,0,A,1025,Not Applicable,48063,0,[]
9305,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57566,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332674533,171154438,5,0,A,1025,Not Applicable,48063,0,[]
9306,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,56,35634,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658791296,3797762870,5,0,PA,8195,Not Applicable,6000,0,[]
9307,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18513,A,0,63,6,56377,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658791312,5,0,A,10033,Not Applicable,48564,0,[]
9308,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,158,35635,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658791312,3797762870,5,0,PA,8195,Not Applicable,6102,0,[]
9309,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18514,A,0,63,6,56376,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658791430,5,0,A,10033,Not Applicable,48446,0,[]
9310,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18514,A,0,63,6,56376,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658791430,5,0,A,10033,Not Applicable,48446,0,[]
9311,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18514,A,0,63,6,56376,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658791430,5,0,A,10033,Not Applicable,48446,0,[]
9312,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,35636,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658791430,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
9313,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,35637,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658791465,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
9314,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18515,A,0,63,6,56375,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658791465,5,0,A,10033,Not Applicable,48411,0,[]
9315,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18516,A,0,63,6,56374,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658792925,5,0,A,10033,Not Applicable,46951,0,[]
9316,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18517,A,0,63,6,56373,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658792945,5,0,A,10033,Not Applicable,46931,0,[]
9317,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,546,35639,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658792945,3797762870,5,0,PA,8195,Not Applicable,6490,0,[]
9318,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18518,A,0,63,6,56372,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658793451,5,0,A,10033,Not Applicable,46425,0,[]
9319,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18518,A,0,63,6,56372,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658793451,5,0,A,10033,Not Applicable,46425,0,[]
9320,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2054,4,5,0,40,18518,A,0,63,6,56372,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658793451,5,0,A,10033,Not Applicable,46425,0,[]
9321,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2054,4,5,0,40,18518,A,0,63,6,56372,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658793451,5,0,A,10033,Not Applicable,46425,0,[]
9322,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2054,4,5,0,40,18518,A,0,63,6,56372,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658793451,5,0,A,10033,Not Applicable,46425,0,[]
9323,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2054,4,5,0,40,18518,A,0,63,6,56372,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658793451,5,0,A,10033,Not Applicable,46425,0,[]
9324,e0:63:da:26:7c:90,01:80:c2:00:00:0e,35020,4,5,0,40,18518,A,0,63,6,56372,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658793451,5,0,A,10033,Not Applicable,46425,0,[]
9325,e0:63:da:26:7c:90,01:80:c2:00:00:0e,35020,4,5,0,40,18518,A,0,63,6,56372,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658793451,5,0,A,10033,Not Applicable,46425,0,[]
9326,e0:63:da:26:7c:90,01:80:c2:00:00:0e,35020,4,5,0,40,18518,A,0,63,6,56372,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658793451,5,0,A,10033,Not Applicable,46425,0,[]
9327,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,35640,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658793451,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
9328,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,1500,35641,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658793486,3797762870,5,0,PA,8195,Not Applicable,7444,0,[]
9329,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18519,A,0,63,6,56371,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658793486,5,0,A,10033,Not Applicable,46390,0,[]
9330,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18520,A,0,63,6,56370,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658794946,5,0,A,10033,Not Applicable,44930,0,[]
9331,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,565,35642,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658794946,3797762870,5,0,PA,8195,Not Applicable,6509,0,[]
9332,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18521,A,0,63,6,56369,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658795471,5,0,A,10033,Not Applicable,44405,0,[]
9333,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,35643,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658795471,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
9334,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,35644,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658795506,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
9335,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18522,A,0,63,6,56368,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658795506,5,0,A,10033,Not Applicable,44370,0,[]
9336,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18523,A,0,63,6,56367,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658796966,5,0,A,10031,Not Applicable,42912,0,[]
9337,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18524,A,0,63,6,56366,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658798426,5,0,A,10033,Not Applicable,41450,0,[]
9338,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18525,A,0,63,6,56365,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658799886,5,0,A,10033,Not Applicable,39990,0,[]
9339,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18526,A,0,63,6,56364,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658801346,5,0,A,10033,Not Applicable,38530,0,[]
9340,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18527,A,0,63,6,56363,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658802806,5,0,A,10026,Not Applicable,37077,0,[]
9341,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18528,A,0,63,6,56362,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658804266,5,0,A,10033,Not Applicable,35610,0,[]
9342,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18529,A,0,63,6,56361,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658805726,5,0,A,10033,Not Applicable,34150,0,[]
9343,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18530,A,0,63,6,56360,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658807186,5,0,A,10033,Not Applicable,32690,0,[]
9344,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18531,A,0,63,6,56359,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658808646,5,0,A,10033,Not Applicable,31230,0,[]
9345,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,174,35655,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658811051,3797762870,5,0,PA,8195,Not Applicable,6118,0,[]
9346,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18532,A,0,63,6,56358,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658810106,5,0,A,10033,Not Applicable,29770,0,[]
9347,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18533,A,0,63,6,56357,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658811051,5,0,A,10026,Not Applicable,28832,0,[]
9348,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18534,A,0,63,6,56356,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658811185,5,0,A,10033,Not Applicable,28691,0,[]
9349,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18534,A,0,63,6,56356,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658811185,5,0,A,10033,Not Applicable,28691,0,[]
9350,98:fa:9b:55:34:46,ff:ff:ff:ff:ff:ff,2048,4,5,0,229,10383,Not Applicable,0,128,17,0,[],10.10.2.10,10.10.2.63,TCP,138,138,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,209,6463,Not Applicable,Not Applicable
9351,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,56,35656,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658811185,3797762870,5,0,PA,8195,Not Applicable,6000,0,[]
9352,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18535,A,0,63,6,56355,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658811201,5,0,A,10033,Not Applicable,28675,0,[]
9353,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,158,35657,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3658811201,3797762870,5,0,PA,8195,Not Applicable,6102,0,[]
9354,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18536,A,0,63,6,56354,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658811319,5,0,A,10033,Not Applicable,28557,0,[]
9355,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,18536,A,0,63,6,56354,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3658811319,5,0,A,10033,Not Applicable,28557,0,[]
9356,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,79,46887,PA,0,128,6,0,[],10.10.2.10,104.16.249.249,TCP,59108,443,3538934204,1721732059,5,0,PA,1023,Not Applicable,28255,0,[]
9357,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,79,63058,PA,0,55,6,57144,[],104.16.249.249,10.10.2.10,TCP,443,59108,1721732059,3538934243,5,0,PA,75,Not Applicable,5783,0,[]
9358,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,46888,A,0,128,6,0,[],10.10.2.10,104.16.249.249,TCP,59108,443,3538934243,1721732098,5,0,A,1023,Not Applicable,28216,0,[]
9359,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,592,57567,PA,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332674533,171154438,5,0,PA,1025,Not Applicable,48615,0,[]
